genome_id	antibiotic	phenotype	method	measurement	unit
573.26079	amikacin	S	Broth dilution		
573.48999	amikacin	S	Computational Prediction		
573.14010	amikacin	S	Broth dilution	<=8	mg/L
573.15502	amikacin	R	Disk diffusion		
573.49030	amikacin	S	Computational Prediction		
573.46094	amikacin	S	Broth dilution		
573.13650	amikacin	S	Broth dilution	<=8	mg/L
573.67254	amikacin	S	Broth dilution		
573.14020	amikacin	S	Broth dilution	<=8	mg/L
573.66458	amikacin	S	MIC	<=2	mg/L
573.24270	amikacin	S	Broth dilution	16	mg/L
573.24429	amikacin	S	Broth dilution	8	mg/L
573.14221	amikacin	S	Broth dilution	16	mg/L
573.13564	amikacin	S	Broth dilution	<=8	mg/L
573.14464	amikacin	S	Broth dilution	<=8	mg/L
573.5677	amikacin	S	Broth dilution	<=2	mg/L
573.49081	amikacin	S	Computational Prediction		
573.14327	amikacin	S	Broth dilution	<=8	mg/L
573.15503	amikacin	S	Disk diffusion		
573.12915	amikacin	S	Broth dilution	<=4	mg/L
573.42871	amikacin	S	Disk diffusion	==18	mm
573.49076	amikacin	S	Computational Prediction		
573.50537	amikacin	S	Computational Prediction		
573.49104	amikacin	S	Computational Prediction		
573.14187	amikacin	S	Broth dilution	16	mg/L
573.50589	amikacin	S	Computational Prediction		
573.26267	amikacin	S	Broth dilution		
573.13642	amikacin	S	Broth dilution	<=8	mg/L
573.46832	amikacin	R	Broth dilution	>32	mg/L
573.13422	amikacin	S	Broth dilution	<=8	mg/L
573.49106	amikacin	S	Computational Prediction		
573.66455	amikacin	S	MIC	<=2	mg/L
573.29894	amikacin	S	Broth dilution	<=4	mg/L
573.14459	amikacin	S	Broth dilution	<=8	mg/L
573.29901	amikacin	S	Broth dilution	<=4	mg/L
573.13985	amikacin	S	Broth dilution	<=8	mg/L
573.14042	amikacin	S	Broth dilution	<=8	mg/L
573.48987	amikacin	S	Computational Prediction		
573.13955	amikacin	S	Broth dilution	16	mg/L
573.26188	amikacin	S	Broth dilution		
573.14418	amikacin	S	Broth dilution	16	mg/L
573.33394	amikacin	R	Broth dilution		
573.15662	amikacin	S	Disk diffusion		
573.15619	amikacin	S	Broth dilution		
573.50503	amikacin	S	Computational Prediction		
573.13060	amikacin	S	Broth dilution	<=8	mg/L
573.49065	amikacin	R	Computational Prediction		
573.13113	amikacin	S	Broth dilution	<=8	mg/L
573.48077	amikacin	R	Computational Prediction		
573.66520	amikacin	S	MIC	<=2	mg/L
573.14241	amikacin	S	Broth dilution	16	mg/L
573.29887	amikacin	R	Broth dilution	16	mg/L
573.20059	amikacin	S	Broth dilution	==8	mg/L
573.26107	amikacin	S	Broth dilution		
573.14363	amikacin	S	Broth dilution	<=8	mg/L
573.5691	amikacin	S	Broth dilution	<=2	mg/L
573.66494	amikacin	S	MIC	<=2	mg/L
573.48074	amikacin	R	Computational Prediction		
573.13768	amikacin	S	Broth dilution	<=8	mg/L
573.48249	amikacin	R	Computational Prediction		
573.66114	amikacin	R	Broth dilution		
573.26214	amikacin	S	Broth dilution		
573.29906	amikacin	R	Broth dilution	16	mg/L
573.14007	amikacin	S	Broth dilution	<=8	mg/L
573.26213	amikacin	S	Broth dilution		
573.66378	amikacin	S	MIC	<=2	mg/L
573.66152	amikacin	S	Broth dilution		
573.26254	amikacin	S	Broth dilution		
573.12956	amikacin	S	Broth dilution	<=4	mg/L
573.14018	amikacin	S	Broth dilution	<=8	mg/L
573.67207	amikacin	S	Broth dilution		
573.5822	amikacin	S	Broth dilution	<=2	mg/L
573.5661	amikacin	S	Broth dilution	<=2	mg/L
573.14019	amikacin	S	Broth dilution	<=8	mg/L
573.12904	amikacin	S	Broth dilution	<=4	mg/L
573.26102	amikacin	S	Broth dilution		
573.49058	amikacin	S	Computational Prediction		
573.13446	amikacin	S	Broth dilution	<=8	mg/L
573.50483	amikacin	S	Computational Prediction		
573.15685	amikacin	S	Disk diffusion		
573.13071	amikacin	S	Broth dilution	16	mg/L
573.12928	amikacin	S	Broth dilution	<=4	mg/L
573.13644	amikacin	S	Broth dilution	<=8	mg/L
573.24384	amikacin	S	Broth dilution	1	mg/L
573.13902	amikacin	S	Broth dilution	<=8	mg/L
573.13709	amikacin	S	Broth dilution	<=8	mg/L
573.12891	amikacin	S	Broth dilution	<=4	mg/L
573.12909	amikacin	S	Broth dilution	<=4	mg/L
573.66263	amikacin	S	MIC	<=2	mg/L
573.50495	amikacin	S	Computational Prediction		
573.66341	amikacin	R	MIC	32	mg/L
573.29964	amikacin	S	Broth dilution	<=4	mg/L
573.13310	amikacin	S	Broth dilution	<=8	mg/L
573.13617	amikacin	S	Broth dilution	16	mg/L
573.66141	amikacin	S	Broth dilution		
573.50551	amikacin	S	Computational Prediction		
573.13465	amikacin	S	Broth dilution	16	mg/L
573.15726	amikacin	S	Disk diffusion		
573.15727	amikacin	S	Disk diffusion		
573.14500	amikacin	S	Broth dilution	<=8	mg/L
573.49042	amikacin	S	Computational Prediction		
573.13880	amikacin	S	Broth dilution	<=8	mg/L
573.48045	amikacin	R	Computational Prediction		
573.15677	amikacin	S	Disk diffusion		
573.15531	amikacin	S	Broth dilution		
573.13039	amikacin	R	Broth dilution	>32	mg/L
573.48099	amikacin	R	Computational Prediction		
573.48948	amikacin	S	Computational Prediction		
573.13591	amikacin	S	Broth dilution	<=8	mg/L
573.66529	amikacin	S	MIC	<=2	mg/L
573.46065	amikacin	S	Broth dilution		
573.14473	amikacin	S	Broth dilution	<=8	mg/L
573.13777	amikacin	S	Broth dilution	<=8	mg/L
573.13118	amikacin	S	Broth dilution	<=8	mg/L
573.15447	amikacin	S	Disk diffusion		
573.15554	amikacin	S	Broth dilution		
573.13552	amikacin	S	Broth dilution	<=8	mg/L
573.15642	amikacin	S	Disk diffusion		
573.66560	amikacin	S	MIC	<=2	mg/L
573.14231	amikacin	R	Broth dilution	>32	mg/L
573.13026	amikacin	S	Broth dilution	<=4	mg/L
573.30005	amikacin	R	Broth dilution	32	mg/L
573.13719	amikacin	S	Broth dilution	<=8	mg/L
573.14142	amikacin	S	Broth dilution	<=8	mg/L
573.13723	amikacin	S	Broth dilution	<=8	mg/L
573.12908	amikacin	S	Broth dilution	<=4	mg/L
573.50499	amikacin	S	Computational Prediction		
573.14057	amikacin	S	Broth dilution	<=8	mg/L
573.13717	amikacin	S	Broth dilution	<=8	mg/L
573.13697	amikacin	S	Broth dilution	<=8	mg/L
573.14263	amikacin	R	Broth dilution	>32	mg/L
573.13660	amikacin	S	Broth dilution	<=8	mg/L
573.67321	amikacin	S	Broth dilution		
573.13448	amikacin	S	Broth dilution	16	mg/L
573.13843	amikacin	S	Broth dilution	<=8	mg/L
573.50486	amikacin	S	Computational Prediction		
573.13694	amikacin	S	Broth dilution	<=8	mg/L
573.49150	amikacin	S	Computational Prediction		
573.13398	amikacin	R	Broth dilution	>32	mg/L
573.13754	amikacin	S	Broth dilution	<=8	mg/L
573.66380	amikacin	S	MIC	<=2	mg/L
573.15608	amikacin	S	Broth dilution		
573.26256	amikacin	S	Broth dilution		
573.66144	amikacin	S	Broth dilution		
573.48076	amikacin	R	Computational Prediction		
573.46875	amikacin	S	Broth dilution	=8	mg/L
573.48047	amikacin	R	Computational Prediction		
573.66542	amikacin	S	MIC	4	mg/L
573.48040	amikacin	S	Computational Prediction		
573.49012	amikacin	S	Computational Prediction		
573.13268	amikacin	S	Broth dilution	<=8	mg/L
573.26212	amikacin	S	Broth dilution		
573.50475	amikacin	S	Computational Prediction		
573.13056	amikacin	S	Broth dilution	<=8	mg/L
573.13473	amikacin	S	Broth dilution	<=8	mg/L
573.26224	amikacin	S	Broth dilution		
573.13441	amikacin	S	Broth dilution	<=8	mg/L
573.15680	amikacin	S	Disk diffusion		
573.13417	amikacin	S	Broth dilution	<=8	mg/L
573.13159	amikacin	S	Broth dilution	16	mg/L
573.14075	amikacin	S	Broth dilution	<=8	mg/L
573.23212	amikacin	S	Disk diffusion		
573.29986	amikacin	S	Broth dilution	<=4	mg/L
573.13460	amikacin	S	Broth dilution	<=8	mg/L
573.13934	amikacin	S	Broth dilution	<=8	mg/L
573.24361	amikacin	S	Broth dilution	1	mg/L
573.12968	amikacin	S	Broth dilution	<=4	mg/L
573.13131	amikacin	S	Broth dilution	16	mg/L
573.26236	amikacin	S	Broth dilution		
573.14054	amikacin	S	Broth dilution	16	mg/L
573.15443	amikacin	S	Disk diffusion		
573.13755	amikacin	S	Broth dilution	<=8	mg/L
573.50436	amikacin	S	Computational Prediction		
573.14335	amikacin	S	Broth dilution	<=8	mg/L
573.23225	amikacin	R	Disk diffusion		
573.66117	amikacin	R	Broth dilution		
573.24250	amikacin	S	Broth dilution	2	mg/L
573.14220	amikacin	S	Broth dilution	<=8	mg/L
573.13477	amikacin	S	Broth dilution	16	mg/L
573.66119	amikacin	S	Broth dilution		
573.48084	amikacin	R	Computational Prediction		
573.13102	amikacin	S	Broth dilution	<=8	mg/L
573.13909	amikacin	S	Broth dilution	<=8	mg/L
573.29994	amikacin	R	Broth dilution	32	mg/L
573.18477	amikacin	R	Broth dilution	==32	mg/L
573.15526	amikacin	S	Broth dilution		
573.24395	amikacin	S	Broth dilution	1	mg/L
573.14100	amikacin	S	Broth dilution	<=8	mg/L
573.66298	amikacin	S	MIC	<=2	mg/L
573.50600	amikacin	R	Computational Prediction		
573.14273	amikacin	S	Broth dilution	<=8	mg/L
573.48162	amikacin	R	Computational Prediction		
573.24274	amikacin	S	Broth dilution	8	mg/L
573.13864	amikacin	S	Broth dilution	16	mg/L
573.66448	amikacin	S	MIC	<=2	mg/L
573.1734	amikacin	R	Disk diffusion	>16	mg/L
573.13820	amikacin	S	Broth dilution	<=8	mg/L
573.48066	amikacin	R	Computational Prediction		
573.66233	amikacin	S	MIC	<=2	mg/L
573.13882	amikacin	S	Broth dilution	<=8	mg/L
573.24343	amikacin	R	Broth dilution	64	mg/L
573.13114	amikacin	S	Broth dilution	<=8	mg/L
573.24422	amikacin	S	Broth dilution	16	mg/L
573.13195	amikacin	S	Broth dilution	<=8	mg/L
573.26109	amikacin	S	Broth dilution		
573.48046	amikacin	R	Computational Prediction		
573.31032	amikacin	S	Broth dilution	<=2	mg/L
573.13140	amikacin	S	Broth dilution	16	mg/L
573.15551	amikacin	S	Broth dilution		
573.13001	amikacin	S	Broth dilution	<=4	mg/L
573.13216	amikacin	S	Broth dilution	<=8	mg/L
573.24309	amikacin	R	Broth dilution	64	mg/L
573.1732	amikacin	S	Disk diffusion	1	mg/L
573.13305	amikacin	S	Broth dilution	<=8	mg/L
573.26227	amikacin	S	Broth dilution		
573.13645	amikacin	S	Broth dilution	<=8	mg/L
573.15580	amikacin	S	Broth dilution		
573.50549	amikacin	S	Computational Prediction		
573.48946	amikacin	S	Computational Prediction		
573.13003	amikacin	S	Broth dilution	<=4	mg/L
573.24311	amikacin	R	Broth dilution	64	mg/L
573.14250	amikacin	R	Broth dilution	>32	mg/L
573.13576	amikacin	S	Broth dilution	<=8	mg/L
573.13134	amikacin	S	Broth dilution	<=8	mg/L
573.29927	amikacin	S	Broth dilution	<=4	mg/L
573.14503	amikacin	S	Broth dilution	<=8	mg/L
573.66484	amikacin	S	MIC	<=2	mg/L
573.12982	amikacin	S	Broth dilution	<=4	mg/L
573.29951	amikacin	S	Broth dilution	8	mg/L
573.15639	amikacin	S	Disk diffusion		
573.12964	amikacin	S	Broth dilution	<=4	mg/L
573.7032	amikacin	R	Broth dilution	>64	mg/L
573.12951	amikacin	S	Broth dilution	<=4	mg/L
573.14106	amikacin	S	Broth dilution	<=8	mg/L
573.26276	amikacin	S	Broth dilution		
573.26095	amikacin	S	Broth dilution		
573.66245	amikacin	S	MIC	<=2	mg/L
573.48185	amikacin	S	Computational Prediction		
573.50578	amikacin	S	Computational Prediction		
573.24410	amikacin	S	Broth dilution	16	mg/L
573.48200	amikacin	S	Computational Prediction		
573.13597	amikacin	S	Broth dilution	<=8	mg/L
573.66364	amikacin	R	MIC	32	mg/L
573.48272	amikacin	R	Computational Prediction		
573.24281	amikacin	S	Broth dilution	2	mg/L
573.13760	amikacin	S	Broth dilution	<=8	mg/L
573.14484	amikacin	S	Broth dilution	<=8	mg/L
573.14354	amikacin	R	Broth dilution	>32	mg/L
573.29980	amikacin	R	Broth dilution	32	mg/L
573.26170	amikacin	S	Broth dilution		
573.13827	amikacin	S	Broth dilution	<=8	mg/L
573.49147	amikacin	S	Computational Prediction		
573.24286	amikacin	R	Broth dilution	64	mg/L
573.14058	amikacin	R	Broth dilution	>32	mg/L
573.13009	amikacin	S	Broth dilution	<=4	mg/L
573.15561	amikacin	S	Broth dilution		
573.66424	amikacin	S	MIC	<=2	mg/L
573.29876	amikacin	S	Broth dilution	<=4	mg/L
573.33401	amikacin	R	Broth dilution		
573.49037	amikacin	S	Computational Prediction		
573.26258	amikacin	S	Broth dilution		
573.13739	amikacin	S	Broth dilution	<=8	mg/L
573.5665	amikacin	S	Broth dilution	<=2	mg/L
573.66479	amikacin	S	MIC	8	mg/L
573.48985	amikacin	S	Computational Prediction		
573.13510	amikacin	S	Broth dilution	16	mg/L
573.24276	amikacin	S	Broth dilution	8	mg/L
573.29931	amikacin	R	Broth dilution	16	mg/L
573.26225	amikacin	S	Broth dilution		
573.49095	amikacin	S	Computational Prediction		
573.13887	amikacin	S	Broth dilution	<=8	mg/L
573.13164	amikacin	S	Broth dilution	<=8	mg/L
573.33409	amikacin	R	Broth dilution		
573.13580	amikacin	S	Broth dilution	<=8	mg/L
573.14429	amikacin	S	Broth dilution	<=8	mg/L
573.13899	amikacin	S	Broth dilution	<=8	mg/L
573.66429	amikacin	S	MIC	<=2	mg/L
573.13889	amikacin	S	Broth dilution	<=8	mg/L
573.13664	amikacin	S	Broth dilution	<=8	mg/L
573.67200	amikacin	S	Broth dilution		
573.13569	amikacin	S	Broth dilution	<=8	mg/L
573.30006	amikacin	R	Broth dilution	16	mg/L
573.66169	amikacin	S	Broth dilution		
573.26321	amikacin	S	Broth dilution		
573.12932	amikacin	S	Broth dilution	<=4	mg/L
573.26270	amikacin	S	Broth dilution		
573.14248	amikacin	S	Broth dilution	<=8	mg/L
573.29946	amikacin	R	Broth dilution	16	mg/L
573.66383	amikacin	S	MIC	<=2	mg/L
573.48236	amikacin	S	Computational Prediction		
573.49119	amikacin	S	Computational Prediction		
573.14126	amikacin	S	Broth dilution	<=8	mg/L
573.14360	amikacin	S	Broth dilution	<=8	mg/L
573.15669	amikacin	S	Disk diffusion		
573.24278	amikacin	S	Broth dilution	8	mg/L
573.48137	amikacin	S	Computational Prediction		
573.13996	amikacin	S	Broth dilution	<=8	mg/L
573.12952	amikacin	S	Broth dilution	8	mg/L
573.15575	amikacin	S	Broth dilution		
573.66166	amikacin	S	Broth dilution		
573.66435	amikacin	S	MIC	<=2	mg/L
573.29991	amikacin	S	Broth dilution	<=4	mg/L
573.26096	amikacin	S	Broth dilution		
573.49160	amikacin	S	Computational Prediction		
573.66327	amikacin	S	MIC	<=2	mg/L
573.29960	amikacin	S	Broth dilution	<=4	mg/L
573.13577	amikacin	S	Broth dilution	<=8	mg/L
573.14047	amikacin	S	Broth dilution	<=8	mg/L
573.46076	amikacin	R	Broth dilution		
573.50557	amikacin	S	Computational Prediction		
573.13826	amikacin	S	Broth dilution	<=8	mg/L
573.48221	amikacin	S	Computational Prediction		
573.48967	amikacin	S	Computational Prediction		
573.23209	amikacin	S	Disk diffusion		
573.14495	amikacin	S	Broth dilution	<=8	mg/L
573.50584	amikacin	S	MIC	<=2	mg/L
573.13557	amikacin	S	Broth dilution	16	mg/L
573.13785	amikacin	S	Broth dilution	<=8	mg/L
573.46857	amikacin	R	Broth dilution	>32	mg/L
573.15654	amikacin	S	Disk diffusion		
573.49018	amikacin	S	Computational Prediction		
573.14361	amikacin	S	Broth dilution	<=8	mg/L
573.13990	amikacin	S	Broth dilution	<=8	mg/L
573.15498	amikacin	S	Disk diffusion		
573.49068	amikacin	S	Computational Prediction		
573.14375	amikacin	S	Broth dilution	<=8	mg/L
573.13588	amikacin	S	Broth dilution	<=8	mg/L
573.14056	amikacin	S	Broth dilution	<=8	mg/L
573.66258	amikacin	S	MIC	4	mg/L
573.13624	amikacin	S	Broth dilution	<=8	mg/L
573.14445	amikacin	S	Broth dilution	<=8	mg/L
573.14492	amikacin	S	Broth dilution	<=8	mg/L
573.24419	amikacin	S	Broth dilution	8	mg/L
573.13666	amikacin	S	Broth dilution	<=8	mg/L
573.24243	amikacin	R	Broth dilution	64	mg/L
573.5645	amikacin	R	Broth dilution	>64	mg/L
573.13061	amikacin	S	Broth dilution	<=8	mg/L
573.13116	amikacin	S	Broth dilution	<=8	mg/L
573.24386	amikacin	S	Broth dilution	1	mg/L
573.13554	amikacin	S	Broth dilution	<=8	mg/L
573.49130	amikacin	R	Computational Prediction		
573.15455	amikacin	S	Disk diffusion		
573.13928	amikacin	S	Broth dilution	<=8	mg/L
573.15217	amikacin	S	Broth dilution	==16	mg/L
573.50531	amikacin	S	Computational Prediction		
573.13817	amikacin	S	Broth dilution	<=8	mg/L
573.66487	amikacin	R	MIC	>=64	mg/L
573.26226	amikacin	S	Broth dilution		
573.13980	amikacin	S	Broth dilution	<=8	mg/L
573.46077	amikacin	S	Broth dilution		
573.48282	amikacin	S	Computational Prediction		
573.29999	amikacin	S	Broth dilution	<=4	mg/L
573.48146	amikacin	S	Computational Prediction		
573.29949	amikacin	S	Broth dilution	<=4	mg/L
573.13718	amikacin	S	Broth dilution	<=8	mg/L
573.13196	amikacin	S	Broth dilution	<=8	mg/L
573.13519	amikacin	S	Broth dilution	<=8	mg/L
573.46112	amikacin	S	Broth dilution		
573.24248	amikacin	R	Broth dilution	64	mg/L
573.46843	amikacin	R	Broth dilution	>32	mg/L
573.13878	amikacin	S	Broth dilution	16	mg/L
573.50425	amikacin	S	Computational Prediction		
573.50454	amikacin	S	Computational Prediction		
573.66510	amikacin	S	MIC	8	mg/L
573.24316	amikacin	R	Broth dilution	64	mg/L
573.66123	amikacin	S	Broth dilution		
573.48091	amikacin	R	Computational Prediction		
573.49996	amikacin	S	MIC	<=16	mg/L
573.49093	amikacin	S	Computational Prediction		
573.12969	amikacin	S	Broth dilution	<=4	mg/L
573.14099	amikacin	S	Broth dilution	<=8	mg/L
573.66304	amikacin	S	MIC	4	mg/L
573.26264	amikacin	S	Broth dilution		
573.12859	amikacin	S	Broth dilution	<=4	mg/L
573.66256	amikacin	S	MIC	<=2	mg/L
573.48971	amikacin	S	Computational Prediction		
573.66476	amikacin	S	MIC	<=2	mg/L
573.15567	amikacin	S	Broth dilution		
573.1729	amikacin	S	Disk diffusion	1	mg/L
573.66250	amikacin	R	MIC	>=64	mg/L
573.12796	amikacin	R	Broth dilution	>64	mg/L
573.13825	amikacin	S	Broth dilution	<=8	mg/L
573.29923	amikacin	S	Broth dilution	<=4	mg/L
573.12912	amikacin	S	Broth dilution	<=4	mg/L
573.66139	amikacin	S	Broth dilution		
573.5821	amikacin	S	Broth dilution	<=2	mg/L
573.5827	amikacin	S	Broth dilution	<=2	mg/L
573.46851	amikacin	R	Broth dilution	>32	mg/L
573.5712	amikacin	S	Broth dilution	<=2	mg/L
573.13406	amikacin	S	Broth dilution	<=8	mg/L
573.15570	amikacin	S	Broth dilution		
573.14285	amikacin	S	Broth dilution	<=8	mg/L
573.50573	amikacin	S	Computational Prediction		
573.66221	amikacin	S	MIC	<=2	mg/L
573.15536	amikacin	S	Broth dilution		
573.14487	amikacin	S	Broth dilution	<=8	mg/L
573.66329	amikacin	R	MIC	32	mg/L
573.50474	amikacin	S	Computational Prediction		
573.15459	amikacin	S	Disk diffusion		
573.14123	amikacin	S	Broth dilution	<=8	mg/L
573.15465	amikacin	S	Disk diffusion		
573.15634	amikacin	S	Disk diffusion		
573.14087	amikacin	S	Broth dilution	<=8	mg/L
573.24320	amikacin	R	Broth dilution	64	mg/L
573.13205	amikacin	R	Broth dilution	>32	mg/L
573.13251	amikacin	S	Broth dilution	<=8	mg/L
573.48940	amikacin	S	Computational Prediction		
573.48118	amikacin	R	Computational Prediction		
573.49097	amikacin	S	Computational Prediction		
573.12945	amikacin	S	Broth dilution	<=4	mg/L
573.33395	amikacin	R	Broth dilution		
573.13021	amikacin	S	Broth dilution	<=4	mg/L
573.66505	amikacin	S	MIC	4	mg/L
573.24418	amikacin	S	Broth dilution	8	mg/L
573.50576	amikacin	S	Computational Prediction		
573.50485	amikacin	S	Computational Prediction		
573.13125	amikacin	S	Broth dilution	<=8	mg/L
573.7024	amikacin	S	Broth dilution	==16	mg/L
573.29981	amikacin	R	Broth dilution	16	mg/L
573.66338	amikacin	S	MIC	<=2	mg/L
573.13713	amikacin	S	Broth dilution	<=8	mg/L
573.49142	amikacin	S	Computational Prediction		
573.66291	amikacin	R	MIC	>=64	mg/L
573.24411	amikacin	S	Broth dilution	4	mg/L
573.50554	amikacin	S	Computational Prediction		
573.12782	amikacin	R	Broth dilution	>64	mg/L
573.12936	amikacin	S	Broth dilution	16	mg/L
573.48238	amikacin	R	Computational Prediction		
573.29985	amikacin	R	Broth dilution	>32	mg/L
573.49014	amikacin	S	Computational Prediction		
573.15556	amikacin	S	Broth dilution		
573.15468	amikacin	S	Disk diffusion		
573.14326	amikacin	S	Broth dilution	<=8	mg/L
573.13420	amikacin	R	Broth dilution	>32	mg/L
573.15621	amikacin	S	Broth dilution		
573.50601	amikacin	S	Computational Prediction		
573.66157	amikacin	S	Broth dilution		
573.26323	amikacin	S	Broth dilution		
573.15534	amikacin	S	Broth dilution		
573.46084	amikacin	S	Broth dilution		
573.50612	amikacin	S	Computational Prediction		
573.46844	amikacin	R	Broth dilution	>32	mg/L
573.46867	amikacin	R	Broth dilution	>32	mg/L
573.13138	amikacin	R	Broth dilution	>32	mg/L
573.49091	amikacin	S	Computational Prediction		
573.66120	amikacin	S	Broth dilution		
573.66237	amikacin	R	MIC	32	mg/L
573.14160	amikacin	S	Broth dilution	<=8	mg/L
573.18088	amikacin	R	Broth dilution	>64	mg/L
573.50535	amikacin	S	Computational Prediction		
573.66515	amikacin	S	MIC	<=2	mg/L
573.13695	amikacin	S	Broth dilution	<=8	mg/L
573.26287	amikacin	S	Broth dilution		
573.14301	amikacin	R	Broth dilution	>32	mg/L
573.14030	amikacin	S	Broth dilution	16	mg/L
573.26125	amikacin	S	Broth dilution		
573.66433	amikacin	S	MIC	<=2	mg/L
573.34237	amikacin	R	Broth dilution		
573.23199	amikacin	R	Disk diffusion		
573.14161	amikacin	S	Broth dilution	<=8	mg/L
573.49010	amikacin	S	Computational Prediction		
573.5801	amikacin	S	Broth dilution	<=2	mg/L
573.14278	amikacin	S	Broth dilution	<=8	mg/L
573.30012	amikacin	R	Broth dilution	>32	mg/L
573.29993	amikacin	R	Broth dilution	16	mg/L
573.26077	amikacin	S	Broth dilution		
573.14448	amikacin	S	Broth dilution	<=8	mg/L
573.24246	amikacin	S	Broth dilution	2	mg/L
573.50610	amikacin	S	Computational Prediction		
573.49144	amikacin	S	Computational Prediction		
573.14128	amikacin	S	Broth dilution	16	mg/L
573.33421	amikacin	R	Broth dilution		
573.66348	amikacin	S	MIC	<=2	mg/L
573.13483	amikacin	S	Broth dilution	<=8	mg/L
573.24284	amikacin	S	Broth dilution	8	mg/L
573.13326	amikacin	S	Broth dilution	<=8	mg/L
573.49145	amikacin	S	Computational Prediction		
573.24381	amikacin	S	Broth dilution	1	mg/L
573.13614	amikacin	S	Broth dilution	<=8	mg/L
573.13332	amikacin	S	Broth dilution	<=8	mg/L
573.50424	amikacin	S	Computational Prediction		
573.49099	amikacin	S	Computational Prediction		
573.50599	amikacin	S	Computational Prediction		
573.66214	amikacin	S	MIC	<=2	mg/L
573.46109	amikacin	S	Broth dilution		
573.32131	amikacin	S	Broth dilution	<=2	mg/L
573.14362	amikacin	S	Broth dilution	<=8	mg/L
573.15481	amikacin	S	Disk diffusion		
573.46110	amikacin	S	Broth dilution		
573.15701	amikacin	S	Disk diffusion		
573.50558	amikacin	S	Computational Prediction		
573.14201	amikacin	S	Broth dilution	<=8	mg/L
573.15372	amikacin	S	Broth dilution		
573.48114	amikacin	R	Computational Prediction		
573.26136	amikacin	S	Broth dilution		
573.13058	amikacin	S	Broth dilution	<=8	mg/L
573.14136	amikacin	R	Broth dilution	>32	mg/L
573.26176	amikacin	S	Broth dilution		
573.30013	amikacin	R	Broth dilution	>32	mg/L
573.15507	amikacin	S	Disk diffusion		
573.13014	amikacin	S	Broth dilution	<=4	mg/L
573.13471	amikacin	S	Broth dilution	<=8	mg/L
573.5770	amikacin	R	Broth dilution	>64	mg/L
573.14287	amikacin	S	Broth dilution	<=8	mg/L
573.24442	amikacin	S	Broth dilution	1	mg/L
573.66495	amikacin	S	MIC	<=2	mg/L
573.48222	amikacin	S	Computational Prediction		
573.66488	amikacin	S	MIC	4	mg/L
573.23201	amikacin	R	Disk diffusion		
573.32138	amikacin	S	Broth dilution	<=2	mg/L
573.48273	amikacin	S	Computational Prediction		
573.14190	amikacin	S	Broth dilution	<=8	mg/L
573.49031	amikacin	S	Computational Prediction		
573.48151	amikacin	R	Computational Prediction		
573.13775	amikacin	S	Broth dilution	<=8	mg/L
573.66545	amikacin	S	MIC	4	mg/L
573.66107	amikacin	S	Broth dilution		
573.13485	amikacin	S	Broth dilution	<=8	mg/L
573.50491	amikacin	S	Computational Prediction		
573.13962	amikacin	S	Broth dilution	<=8	mg/L
573.13816	amikacin	S	Broth dilution	<=8	mg/L
573.13364	amikacin	S	Broth dilution	<=8	mg/L
573.13416	amikacin	S	Broth dilution	<=8	mg/L
573.66150	amikacin	S	Broth dilution		
573.26153	amikacin	S	Broth dilution		
573.48071	amikacin	R	Computational Prediction		
573.50504	amikacin	S	Computational Prediction		
573.24291	amikacin	S	Broth dilution	16	mg/L
573.67334	amikacin	S	Broth dilution		
573.26314	amikacin	S	Broth dilution		
573.13024	amikacin	S	Broth dilution	<=4	mg/L
573.14008	amikacin	S	Broth dilution	<=8	mg/L
573.13408	amikacin	S	Broth dilution	<=8	mg/L
573.67193	amikacin	S	Broth dilution		
573.14074	amikacin	S	Broth dilution	<=8	mg/L
573.13789	amikacin	S	Broth dilution	<=8	mg/L
573.48261	amikacin	R	Computational Prediction		
573.13873	amikacin	S	Broth dilution	<=8	mg/L
573.1722	amikacin	R	Disk diffusion	48	mg/L
573.46840	amikacin	R	Broth dilution	>32	mg/L
573.48958	amikacin	S	Computational Prediction		
573.46858	amikacin	R	Broth dilution	>32	mg/L
573.66249	amikacin	S	MIC	<=2	mg/L
573.13075	amikacin	S	Broth dilution	<=8	mg/L
573.66368	amikacin	S	MIC	<=2	mg/L
573.14239	amikacin	S	Broth dilution	16	mg/L
573.14005	amikacin	S	Broth dilution	<=8	mg/L
573.7096	amikacin	S	Broth dilution	<=2	mg/L
573.14442	amikacin	S	Broth dilution	<=8	mg/L
573.66415	amikacin	S	MIC	<=2	mg/L
573.49143	amikacin	S	Computational Prediction		
573.46086	amikacin	S	Broth dilution		
573.46106	amikacin	S	Broth dilution		
573.50544	amikacin	S	Computational Prediction		
573.50470	amikacin	S	Computational Prediction		
573.13463	amikacin	S	Broth dilution	<=8	mg/L
573.13317	amikacin	S	Broth dilution	<=8	mg/L
573.13308	amikacin	S	Broth dilution	<=8	mg/L
573.15557	amikacin	S	Broth dilution		
573.14465	amikacin	R	Broth dilution	>32	mg/L
573.13701	amikacin	S	Broth dilution	<=8	mg/L
573.13438	amikacin	S	Broth dilution	<=8	mg/L
573.49057	amikacin	R	Computational Prediction		
573.66151	amikacin	R	Broth dilution		
573.66439	amikacin	S	MIC	4	mg/L
573.14302	amikacin	S	Broth dilution	<=8	mg/L
573.13128	amikacin	S	Broth dilution	<=8	mg/L
573.48153	amikacin	R	Computational Prediction		
